placa,overall_health_score,health_degradation_rate,maintenance_risk_score,days_to_maintenance,electrical_health,operational_efficiency
A-05503-A,0.6457120000806493,0.35428799991935067,1.0,7,0.4949201361612987,0.796503864
A-05503-A,0.7387452316992902,0.2612547683007098,1.0,7,0.4949201361612987,0.9825703272372817
A-05504-A,0.44878593261764016,0.5512140673823598,1.0,7,0.4964071019152803,0.40116476332
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.46273327895764016,0.5372667210423598,1.0,7,0.4964071019152803,0.42905945600000006
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.44823619797164016,0.5517638020283598,1.0,7,0.4964071019152803,0.400065294028
A-05504-A,0.45306538269364016,0.5469346173063598,1.0,7,0.4964071019152803,0.40972366347199995
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.47041305965364016,0.5295869403463598,1.0,7,0.4964071019152803,0.444419017392
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.44822835695364016,0.5517716430463598,1.0,7,0.4964071019152803,0.400049611992
A-05504-A,0.4788239803216402,0.5211760196783598,1.0,7,0.4964071019152803,0.461240858728
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.4482562644436402,0.5517437355563598,1.0,7,0.4964071019152803,0.400105426972
A-05504-A,0.4508173349576402,0.5491826650423598,1.0,7,0.4964071019152803,0.40522756800000004
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.4506708171676401,0.5493291828323599,1.0,7,0.4964071019152803,0.40493453242
A-05504-A,0.45823555185564013,0.5417644481443599,1.0,7,0.4964071019152803,0.42006400179599995
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.4482263298576402,0.5517736701423598,1.0,7,0.4964071019152803,0.40004555780000006
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.46812145763664015,0.5318785423633599,1.0,7,0.4964071019152803,0.43983581335800004
A-05504-A,0.44823138345264013,0.5517686165473599,1.0,7,0.4964071019152803,0.40005566499
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.44836410909764013,0.5516358909023599,1.0,7,0.4964071019152803,0.40032111627999994
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.5467170949976402,0.4532829050023598,1.0,7,0.4964071019152803,0.59702708808
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.4482249705836402,0.5517750294163598,1.0,7,0.4964071019152803,0.400042839252
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.44837528893764017,0.5516247110623598,1.0,7,0.4964071019152803,0.40034347596000003
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.44822509387564013,0.5517749061243599,1.0,7,0.4964071019152803,0.40004308583599996
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.44833106859964017,0.5516689314003598,1.0,7,0.4964071019152803,0.400255035284
A-05504-A,0.45375076473564013,0.5462492352643599,1.0,7,0.4964071019152803,0.41109442755599995
A-05504-A,0.4482348887516402,0.5517651112483598,1.0,7,0.4964071019152803,0.400062675588
A-05504-A,0.4501124374116402,0.5498875625883598,1.0,7,0.4964071019152803,0.40381777290800003
A-05504-A,0.5482035509576402,0.4517964490423598,1.0,7,0.4964071019152803,0.6
A-05504-A,0.4483838383416402,0.5516161616583598,1.0,7,0.4964071019152803,0.400360574768
A-05504-A,0.44961089158764017,0.5503891084123598,1.0,7,0.4964071019152803,0.40281468126000003
