placa,distance_per_engine_hour,idle_time_ratio,speed_efficiency,after_hours_efficiency,harsh_driving_penalty,operational_efficiency_score,total_distance,total_engine_hours
A-05355-A,8884.2124804725,0.0,0.6641820231756894,1.0,0.1360204728629392,0.90563231006255,8884.2124804725,1
A-05502-A,62.6310526495,0.0,0.0,1.0,1.0,0.6,62.6310526495,1
A-05502-A,45.486633,0.0,0.0,1.0,1.0,0.581946532,45.486633,1
A-05502-A,1.19346795,0.0,0.0,1.0,1.0,0.40477387179999996,1.19346795,1
A-05502-A,133.11680239999998,0.0,0.0,1.0,1.0,0.6,133.11680239999998,1
A-05502-A,0.6686307,0.0,0.0,1.0,1.0,0.40267452279999993,0.6686307,1
A-05502-A,0.025833333,0.0,0.0,1.0,1.0,0.40010333333200004,0.025833333,1
A-05502-A,0.012252999,0.0,0.0,1.0,1.0,0.400049011996,0.012252999,1
A-05502-A,108.07365,0.0,0.0,1.0,1.0,0.6,108.07365,1
A-05502-A,11.922464000000002,0.0,0.0,1.0,1.0,0.44768985600000005,11.922464000000002,1
A-05502-A,44.02741542,0.0,0.0,1.0,1.0,0.57610966168,44.02741542,1
A-05502-A,45.489723,0.0,0.0,1.0,1.0,0.5819588920000001,45.489723,1
A-05502-A,116.97728,0.0,0.0,1.0,1.0,0.6,116.97728,1
A-05502-A,160.42425,0.0,0.0,1.0,1.0,0.6,160.42425,1
A-05502-A,0.65384096,0.0,0.0,1.0,1.0,0.40261536384,0.65384096,1
A-05502-A,117.5050903,0.0,0.0,1.0,1.0,0.6,117.5050903,1
A-05502-A,117.54981474,0.0,0.0,1.0,1.0,0.6,117.54981474,1
A-05502-A,12.0577668,0.0,0.0,1.0,1.0,0.44823106720000006,12.0577668,1
A-05502-A,90.76659,0.0,0.0,1.0,1.0,0.6,90.76659,1
A-05502-A,40.78651,0.0,0.0,1.0,1.0,0.56314604,40.78651,1
A-05502-A,95.0343637,0.0,0.0,1.0,1.0,0.6,95.0343637,1
A-05502-A,129.265966,0.0,0.0,1.0,1.0,0.6,129.265966,1
A-05502-A,116.88111,0.0,0.0,1.0,1.0,0.6,116.88111,1
A-05502-A,0.61728835,0.0,0.0,1.0,1.0,0.40246915340000006,0.61728835,1
A-05502-A,11.747168,0.0,0.0,1.0,1.0,0.446988672,11.747168,1
A-05502-A,163.60405,0.0,0.0,1.0,1.0,0.6,163.60405,1
A-05502-A,116.63202,0.0,0.0,1.0,1.0,0.6,116.63202,1
A-05502-A,116.49542,0.0,0.0,1.0,1.0,0.6,116.49542,1
A-05502-A,117.56075595,0.0,0.0,1.0,1.0,0.6,117.56075595,1
A-05502-A,0.66920537,0.0,0.0,1.0,1.0,0.40267682148000006,0.66920537,1
A-05502-A,0.5434583,0.0,0.0,1.0,1.0,0.4021738332,0.5434583,1
A-05502-A,0.24348046,0.0,0.0,1.0,1.0,0.40097392184,0.24348046,1
A-05502-A,116.72693,0.0,0.0,1.0,1.0,0.6,116.72693,1
A-05502-A,0.7136284,0.0,0.0,1.0,1.0,0.4028545136,0.7136284,1
A-05502-A,0.0363732717,0.0,0.0,1.0,1.0,0.40014549308680003,0.0363732717,1
A-05502-A,48.344185,0.0,0.0,1.0,1.0,0.59337674,48.344185,1
A-05502-A,43.75861,0.0,0.0,1.0,1.0,0.5750344399999999,43.75861,1
A-05502-A,117.009964,0.0,0.0,1.0,1.0,0.6,117.009964,1
A-05502-A,0.5170702,0.0,0.0,1.0,1.0,0.4020682808,0.5170702,1
A-05502-A,0.9225733,0.0,0.0,1.0,1.0,0.40369029320000005,0.9225733,1
A-05502-A,117.5784351,0.0,0.0,1.0,1.0,0.6,117.5784351,1
A-05502-A,1.565949,0.0,0.0,1.0,1.0,0.406263796,1.565949,1
A-05502-A,93.4131242,0.0,0.0,1.0,1.0,0.6,93.4131242,1
A-05502-A,0.6681225,0.0,0.0,1.0,1.0,0.40267248999999994,0.6681225,1
A-05502-A,0.69536877,0.0,0.0,1.0,1.0,0.40278147508,0.69536877,1
A-05502-A,159.87840599999998,0.0,0.0,1.0,1.0,0.6,159.87840599999998,1
A-05502-A,6.4978607,0.0,0.0,1.0,1.0,0.4259914428,6.4978607,1
A-05502-A,7.216137,0.0,0.0,1.0,1.0,0.42886454799999996,7.216137,1
A-05502-A,0.627845,0.0,0.0,1.0,1.0,0.40251138,0.627845,1
A-05502-A,162.153819,0.0,0.0,1.0,1.0,0.6,162.153819,1
A-05502-A,46.38022001,0.0,0.0,1.0,1.0,0.58552088004,46.38022001,1
A-05502-A,45.47457894,0.0,0.0,1.0,1.0,0.58189831576,45.47457894,1
A-05502-A,23.4290571,0.0,0.0,1.0,1.0,0.4937162284,23.4290571,1
A-05502-A,88.81194,0.0,0.0,1.0,1.0,0.6,88.81194,1
A-05502-A,128.773227,0.0,0.0,1.0,1.0,0.6,128.773227,1
A-05502-A,0.7159446,0.0,0.0,1.0,1.0,0.4028637784,0.7159446,1
A-05502-A,50.6342,0.0,0.0,1.0,1.0,0.6,50.6342,1
A-05502-A,0.6724015,0.0,0.0,1.0,1.0,0.40268960600000003,0.6724015,1
A-05502-A,117.9433214,0.0,0.0,1.0,1.0,0.6,117.9433214,1
A-05502-A,116.064705,0.0,0.0,1.0,1.0,0.6,116.064705,1
A-05502-A,89.54675,0.0,0.0,1.0,1.0,0.6,89.54675,1
A-05502-A,1.1022514,0.0,0.0,1.0,1.0,0.4044090056,1.1022514,1
A-05502-A,116.7329,0.0,0.0,1.0,1.0,0.6,116.7329,1
A-05502-A,104.5796687,0.0,0.0,1.0,1.0,0.6,104.5796687,1
A-05502-A,0.6125404,0.0,0.0,1.0,1.0,0.4024501616,0.6125404,1
A-05502-A,46.670643,0.0,0.0,1.0,1.0,0.586682572,46.670643,1
A-05502-A,86.79149464400001,0.0,0.0,1.0,1.0,0.6,86.79149464400001,1
A-05502-A,3.322987063,0.0,0.0,1.0,1.0,0.413291948252,3.322987063,1
A-05502-A,62.0143175,0.0,0.0,1.0,1.0,0.6,62.0143175,1
A-05502-A,0.6786446,0.0,0.0,1.0,1.0,0.4027145784,0.6786446,1
A-05502-A,1.21790311,0.0,0.0,1.0,1.0,0.40487161244000003,1.21790311,1
A-05502-A,5.989011039999999,0.0,0.0,1.0,1.0,0.42395604416,5.989011039999999,1
A-05502-A,0.67032063,0.0,0.0,1.0,1.0,0.40268128252,0.67032063,1
A-05502-A,27346.6644401183,0.0,0.4433756915710948,1.0,0.1781104705984465,0.8530530441945297,27346.6644401183,1
A-05503-A,0.011256905,0.0,1.0,1.0,1.0,0.60004502762,0.011256905,1
A-05503-A,11.19995,0.0,1.0,1.0,1.0,0.6447998,11.19995,1
A-05503-A,55.080614,0.0,1.0,1.0,1.0,0.8,55.080614,1
A-05503-A,91.537844,0.0,1.0,1.0,1.0,0.8,91.537844,1
A-05503-A,29.58405463,0.0,1.0,1.0,1.0,0.71833621852,29.58405463,1
A-05503-A,11.193145,0.0,1.0,1.0,1.0,0.6447725799999999,11.193145,1
A-05503-A,11.178598,0.0,1.0,1.0,1.0,0.644714392,11.178598,1
A-05503-A,22.030813,0.0,1.0,1.0,1.0,0.688123252,22.030813,1
A-05503-A,10.486364,0.0,1.0,1.0,1.0,0.641945456,10.486364,1
A-05503-A,11.13643,0.0,1.0,1.0,1.0,0.64454572,11.13643,1
